============================================================
[START] 2025-09-05 06:27:53
[CMD] C:\Users\owner\AppData\Local\Programs\Python\Python313\python.exe -X faulthandler -u paper_trader.py --host 127.0.0.1 --port 7497 --clientId 19 --conId 637533641 --tp-ladder 1.0R:50,2.0R:50 --no-confirm --place-orders --debug-regime --persist-chooser --chooser-model-path C:\Users\owner\Desktop\es_futures_backtester\models\linucb_state.json
============================================================
================== PAPER MODE ==================
Host:127.0.0.1  Port:7497  ClientId:19
Paper account required (TWS/Gateway set to Paper). Orders WILL be sent (paper).
[CONNECT] Attempt 1/8 to 127.0.0.1:7497 (clientId=19, timeout=60s)
Connected 127.0.0.1:7497 clientId=19 | Market data type: LIVE (1)
Using contract: ESU5  (conId=637533641)
[AUTOROLL] Will warn 7 days before expiry (print-only).
[RISK] Daily loss cap: $1,250.00
[WARMUP] Loaded 7468 historical 1m bars.
[PERSIST] No model yet — will create C:\Users\owner\Desktop\es_futures_backtester\models\linucb_state.json
[PERSIST] Wrapped global chooser 'chooser'
>> LIVE paper trading with adaptive chooser + promotion ladder. Ctrl+C to stop.
[HB] PnL=0.00 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.57 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.58 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.59 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.60 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.61 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.62 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.63 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.64 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.65 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.66 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.67 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.68 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.69 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.70 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.71 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.72 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.73 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.74 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.75 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.76 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.77 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.78 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.79 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.80 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.81 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.82 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.83 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.84 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.85 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.86 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.87 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.88 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.89 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.90 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.91 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.92 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.93 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.94 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.95 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.96 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.97 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.98 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=2.99 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.00 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.01 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.02 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.03 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.04 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.05 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.06 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.07 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.08 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.09 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.10 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.11 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.12 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.13 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.14 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.15 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.16 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.17 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.18 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.19 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.20 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.21 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.22 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.23 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.24 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.25 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.26 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.27 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.28 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.29 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.30 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.31 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.32 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.33 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.34 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.35 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.36 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.37 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.38 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.39 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.40 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.41 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.42 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.43 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.44 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.45 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.46 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.47 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.48 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.49 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.50 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.51 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.52 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.53 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.54 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.55 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.56 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.57 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.58 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.59 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
[HB] PnL=3.60 | ConsecLoss=0 | Blocked=no | ATRt=9.9 | Sprd=1.0
